Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
1,GBP (feat. 21 Savage),GBP (feat. 21 Savage),Central Cee;21 Savage,,16/01/2025,154800,64,"uk drill,drill,uk grime,grime",Columbia
2,Funny Papers,Balloonerism,Mac Miller,,17/01/2025,263941,65,,Warner Records
3,Slow Motion,Slow Motion,Marshmello;Jonas Brothers,,17/01/2025,151986,67,edm,Republic Records
4,Ankles,Ankles,Lucy Dacus,,15/01/2025,191476,0,,"Lucy Dacus, under exclusive license to Geffen Records."
5,It's a Mirror,It's a Mirror,Perfume Genius,,15/01/2025,212320,41,art pop,Matador
6,Focus (feat. CLOVES),Focus (feat. CLOVES),John Summit;CLOVES,,17/01/2025,238242,68,"house,tech house",Experts Only/Darkroom Records
7,Dare U,Dare U,NLE Choppa;Imagine Dragons,,16/01/2025,141922,61,,Warner Records
8,shoreline,shoreline,chloe moriondo,,14/01/2025,244473,45,"bedroom pop,indie pop",Fueled by Ramen / Public Consumption
9,take me by the hand,take me by the hand,Oklou;Bladee,,16/01/2025,171570,32,"art pop,hyperpop,cloud rap",True Panther Records
10,Bandida,Bandida,Luis R Conriquez;Peso Pluma,,16/01/2025,165026,73,"corrido,corridos bélicos,corridos tumbados,electro corridos,dembow belico,banda,sierreño,sad sierreño,música mexicana",Kartel Music
11,Rushmere,Rushmere,Mumford & Sons,,17/01/2025,192066,50,"folk,indie folk,folk rock",Universal-Island Records Ltd.
12,Casseroles,Casseroles,Hailey Whitters,,17/01/2025,220263,39,country,Big Loud Records
13,Dandelion,Dandelion,grentperez;Ruel,,15/01/2025,202652,49,,Fast Friends
14,Keep Me Satisfied,Keep Me Satisfied,Jungle,,15/01/2025,145663,57,,Caiola Records
15,QQQQ,QQQQ,Ela Minus,,13/01/2025,203601,29,electropop,Domino Recording Co
16,BAYAMÓN,BAYAMÓN,FloyyMenor;ATM Yamil,,17/01/2025,219000,54,reggaeton chileno,FloyyMenor under exclusive license to UnitedMasters LLC
17,shake!the!city!,nolimit,Knock2;Naliya,,17/01/2025,196129,50,"bass house,edm,bassline",88rising Music
18,REBEL HEART,REBEL HEART,IVE,,13/01/2025,188266,61,k-pop,Sony Music Labels Inc.
19,Everything Changes (But I Won't),"Louder, Please",Rose Gray,,17/01/2025,231821,19,,Play It Again Sam
20,LIE DOWN..,LIE DOWN..,Saya Gray,,16/01/2025,309381,37,,Dirty Hit
21,All the Noise,All the Noise,Spacey Jane,,15/01/2025,179858,40,surf rock,Concord Records
22,Crisis Evasion,Crisis Evasion,Maz B;Avenoir,,17/01/2025,154960,44,"dark r&b,r&b,alternative r&b",Boom.Records / Avenoir appears courtesy of LISTEN TO THE KIDS
23,Not A Game - feat. Lucy Rose,Aquarius III,Logic;Lucy Rose,,17/01/2025,139327,38,ambient folk,BMG Rights Management (US) LLC
24,Happy People,Happy People,Nao,,17/01/2025,200424,30,"alternative r&b,uk r&b",RCA Records Label
25,Bovine Excision,Bovine Excision,Samia,,14/01/2025,173177,38,indie pop,Grand Jury Music
26,Bird Call,Drifting Away,OMB Peezy;Skilla Baby,,17/01/2025,162728,1,,Hitmaker Music Group/Hitmaker Distro
27,Blackhole,Blackhole,Architects,,14/01/2025,200800,2,"metalcore,djent,metal,mathcore,post-hardcore,deathcore",Epitaph
28,MISS ME?,MISS ME?,Eem Triplin,,17/01/2025,126680,50,,Eem Triplin/RCA Records
29,Believe In Ya,Believe In Ya,T-Pain;Yaeji;Girl Talk,,15/01/2025,179089,40,plunderphonics,C&G Records
30,Why Can't You,Why Can't You,Bryant Barnes,,17/01/2025,195440,57,,Republic Records
31,Gorgeous,Gorgeous,Kane Brown,,17/01/2025,185773,45,"country,pop country",Sony Music Nashville
32,Baby Blue,Baby Blue,Willow Avalon,,14/01/2025,248831,33,,Assemble Sound / Atlantic
33,Trouble,Trouble,Sharon Van Etten,,15/01/2025,300045,0,,Jagjaguwar
34,Higher,Higher,BLOND:ISH;Black Circle,,17/01/2025,160609,32,"afro house,techengue,latin house,afro tech,melodic house",Insomniac Records
35,Querida Yo,Querida Yo,Yami Safdie;Camilo,,16/01/2025,115007,68,"colombian pop,pop urbano",WEA Latina
36,Real Love,Real Love,Ryan Ellis,,17/01/2025,212876,33,"worship,christian,gospel r&b,christian pop",Essential Records
37,Honkytonk Hollywood,Honkytonk Hollywood,Jon Pardi,,17/01/2025,208626,38,"country,acoustic country",Capitol Records Nashville
38,ME OR THE DAWN,Devil,Tyler Braden,,17/01/2025,174244,39,country,Warner Records Nashville
39,Spades,Spades,Vundabar,,16/01/2025,354736,28,,Loma Vista Recordings
40,Mirror,Mirror,The Weather Station,,14/01/2025,296226,0,indie folk,Next Door Records
41,Love Is Unkind,Love Is Unkind,BANKS,,17/01/2025,213142,35,,"Her Name Is Banks, Inc"
42,Aye Rage,Aye Rage,Benji Blue Bills;BNYX®;YourRAGE,,13/01/2025,113968,52,"alté,rage rap",P2025
43,Outta My Mind,Outta My Mind,Finesse2tymes;Skilla Baby,,17/01/2025,163932,36,,Mob Ties / Bread Gang / Atlantic Records
44,SMB (w/ Hongjoong of ATEEZ),SMB (w/ Hongjoong of ATEEZ),Odetari;ATEEZ,,15/01/2025,133565,60,"hyperpop,nightcore,k-pop,noise music","APG, Inc. - Odetari II"
45,Raving In The Studio,Raving In The Studio,Aitch;Bou,,17/01/2025,183771,64,"grime,uk grime,uk drill,drill,drum and bass,bassline,jungle",NQ Records
46,Choosin',Choosin',THEY.,,15/01/2025,176480,34,,drink sum wtr
47,Time Waited,Time Waited,My Morning Jacket,,15/01/2025,219400,0,"jam band,alt country",ATO Records
48,Ocean Steppin',Ocean Steppin',John Glacier;Sampha,,15/01/2025,170322,37,"experimental hip hop,indie soul",Young
49,Not Enough,Not Enough,Mia Wray,,16/01/2025,217066,31,,Mushroom Music
50,Midwest Kid,Midwest Kid,Michael Marcagi,,14/01/2025,225125,43,,Warner Records
51,Loose Strings,Loose Strings,Gavin Adcock,,17/01/2025,166360,56,"country,red dirt",Thrivin Here Records/Warner Records Nashville
52,La Cuadrada,La Cuadrada,Belinda;Tito Double P,,16/01/2025,160557,64,"latin pop,corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico,música mexicana",WM Mexico
53,"i'm in love, believe it","i'm in love, believe it",Aziya,,15/01/2025,156086,32,,Atlantic Records UK
54,F 12 (feat. Tee Grizzley),F 12 (feat. Tee Grizzley),Luhh Dyl;Tee Grizzley,,15/01/2025,160000,34,,300 Entertainment
55,Bear Trap,Bear Trap,MIKE,,17/01/2025,170791,39,"experimental hip hop,alternative hip hop,jazz rap",10k
56,A Question of You,A Question of You,Inhaler,,17/01/2025,222667,40,,Polydor Records
57,Sad Makeup,Sad Makeup,Yukimi;Little Dragon,,15/01/2025,230050,37,trip hop,Ninja Tune
58,Just Might Get It,Just Might Get It,Jagged Edge,,17/01/2025,221000,25,"r&b,quiet storm",Jagged Edge
59,Angel of Mine,Angel of Mine,Tobiahs,,17/01/2025,162741,63,stutter house,Mushroom Music
60,IKYK,for your validation,Alessi Rose,,17/01/2025,166528,45,,Alessi Rose under exclusive licence to AWAL Recordings Limited
61,Cry Baby,Cry Baby (feat. Valerie June),Sunny War;Valerie June,,15/01/2025,194000,17,"folk punk,americana,folk","New West Records, LLC"
62,Ready,Ready,ASTN,,15/01/2025,165828,34,,ASTN
63,Wants Needs,Wants Needs,Bartees Strange,,14/01/2025,298846,0,,4AD
64,Bury Me,Bury Me,Jason Isbell,,14/01/2025,182973,0,"alt country,americana,roots rock,red dirt",Southeastern Records
65,Someone Who Can,Someone Who Can,Coheed and Cambria,,14/01/2025,225125,37,,Coheed and Cambria
66,Word On The Street (feat. Rob49),Word On The Street (feat. Rob49),21 Lil Harold;Rob49,,15/01/2025,150960,21,,"Slaughter Gang, LLC/Epic Records"
67,Tha Kitchen,Tha Kitchen,Cartel Bo;That Mexican OT,,15/01/2025,212598,35,,Big Persona/Warner Records
68,NI X EL PUTXS,NI X EL PUTXS,Ryan Castro;Kris R.,,14/01/2025,187368,60,reggaeton,AWOO Corp./Sony Music Latin
69,Just Because,Just Because,Matilda Mann,,15/01/2025,169586,0,,7476
70,Some Girls,Some Girls,Anxious,,15/01/2025,206520,1,"midwest emo,melodic hardcore,pop punk",Run For Cover
71,Don't Want To Dance,Don't Want To Dance,Porridge Radio,,15/01/2025,182128,0,lo-fi indie,Secretly Canadian
72,Underwear,Underwear,Thomas Day,,17/01/2025,207130,43,,Arista Records
73,Angelito,Angelito,Bad Gyal;Trueno,,16/01/2025,130813,68,"neoperreo,argentine trap",Interscope Records / Universal Music Latino
74,Laid Back/Old Skool Chevy (feat. Kenyon Dixon),Laid Back/Old Skool Chevy (feat. Kenyon Dixon),TAVE;Kenyon Dixon,,17/01/2025,163984,21,,TAVE
75,Be Love,Be Love,Common Hymnal;Tommy Sims;Praise Paige,,17/01/2025,328584,14,"worship,traditional gospel,christian alternative rock",Common Exchange
76,Sunday Supper,Sunday Supper,Waylon Wyatt;Bayker Blankenship,,17/01/2025,202700,0,country,Music Soup/Darkroom Records
77,Gimme,Gimme,Riordan,,17/01/2025,179887,46,"uk garage,tech house,latin house,house",Three Six Zero Recordings
78,One Way Ticket,One Way Ticket,Biig Piig,,14/01/2025,167000,36,,RCA Records Label
79,05-May,Clean Money,Fourfive,,17/01/2025,116784,19,"rage rap,underground hip hop",10K Projects
80,inthej,inthej,D. Savage;Plaqueboymax,,17/01/2025,109727,45,cloud rap,D Savage Enterprises LLC / EMPIRE
81,Blue Symphony,Blue Symphony,KREAM;Jem Cooke,,17/01/2025,203225,48,,Liquid Lab
82,Guy Fawkes Tesco Dissociation,You Are The Morning,jasmine.4.t,,17/01/2025,276437,40,,Dead Oceans
83,Afford It (From the Motion picture “One Of Them Days”),DivaGurl: A Story By Keke Palmer - EP,Keke Palmer;Diva Gurl,,17/01/2025,154578,32,,SoNo Recording Group
84,Growing Pains,Growing Pains,Trousdale,,14/01/2025,208577,0,,Independent Co.
85,Bad Dreams (feat. Of Virtue),Bad Dreams (feat. Of Virtue),Conquer Divide;Of Virtue,,15/01/2025,220866,48,metalcore,Mascot Records
86,Your Love Is Gold,Your Love Is Gold,4Fargo;Eric Bellinger,,17/01/2025,207791,0,,4Fargo
87,Unbelievable,Unbelievable,DJ Koze;Ada,,17/01/2025,271253,23,,Pampa Records
88,No Fear,No Fear,Jon Reddick,,13/01/2025,212580,52,"worship,christian,gospel,ccm",Gotee Records
89,you were mine,you were mine,Esha Tewari,,13/01/2025,221584,0,,Esha Tewari
90,It Won't Be Long,It Won't Be Long,George Birge,,17/01/2025,197794,58,country,RECORDS Nashville
91,A Stone Only Rolls Downhill,A Stone Only Rolls Downhill,OK Go,,16/01/2025,202475,33,,PARACADUTE
92,Wet Dog,Swimmer / Wet Dog,Dead Gowns,,14/01/2025,197320,13,,Mtn Laurel Recording Co.
93,Señorita,Señorita,Tiago PZK,,16/01/2025,158122,55,"argentine trap,urbano latino",WEA Latina
94,One Of These Mornings,One Of These Mornings,Zeds Dead,,17/01/2025,191428,49,"dubstep,edm",Deadbeats
95,WHISTLE,WHISTLE,Victoria,,17/01/2025,131200,35,,noted. Records/Epic
96,Murda,Murda,K Carbon,,14/01/2025,174405,14,,Choppa Gang ENT
97,Treasure & Gold,Treasure & Gold,Busta Rhymes;YG Marley,,16/01/2025,201398,33,"east coast hip hop,reggae",The Conglomerate Ent/Hitmaker Music Group/Hitmaker Distro
98,Deadlines,Deadlines,Delivery,,14/01/2025,185613,11,egg punk,Heavenly Recordings
99,DRIVES MY TRUCK,DRIVES MY TRUCK,Chase Matthew,,17/01/2025,185807,36,"country,country hip-hop",Chase Matthew Music/Warner Records Nashville
100,Us In Here,Us In Here,Heembeezy;Fivestardjay,,17/01/2025,181439,32,,Now & Forever/Santa Anna